objectid_1,objectid,po_legalst,po_legal_1,po_hgu,po_area_hg,subgroup,groupid,source,zsl,group_comp,shape_leng,type,area_ha,country,company,name,gfwid,globalid,shape_Length,shape_Area
576,576,Ijin Lokasi,Ijin Lokasi, ,0, ,43,varies,0,Mitra Jaya Group,59434.0969235,Ijin Lokasi,5314,IDN,PT. Mitra Abadi Makmur Pratama,PT. Mitra Abadi Makmur Pratama 2,dd1a9d88-2688-4994-a387-d56ee053a678,{784F06BD-82A1-4B1A-A70B-C44BC082179D},59434.0969528549,53582389.9710687
577,577,Ijin Lokasi,Ijin Lokasi, ,0, ,68,varies,0,Sinar Mas,30197.5922233,Ijin Lokasi,3156,IDN,PT. Agro Mandiri Perdana,PT. Agro Mandiri Perdana 2,50c7f9d0-6fcf-41fe-8c54-075e4921d014,{95D59562-BAAB-424B-BA72-A37325486FAD},30197.5922892949,31807820.9616604
578,578,Ijin Lokasi,Ijin Lokasi, ,0, ,68,varies,0,Sinar Mas,4040.49242828,Ijin Lokasi,46,IDN,PT. Agro Mandiri Perdana,PT. Agro Mandiri Perdana 3,dda7032b-2004-4b94-b98d-d8025e14537e,{4657265F-A95F-4D2E-9E6F-4FB512652CEB},4040.4923531489,460318.169361456
579,579,Ijin Lokasi,Ijin Lokasi, ,0, ,99,varies,0,No group,41770.2983729,Ijin Lokasi,11126,IDN,PT. Nusantara Upaya Bakti,PT. Nusantara Upaya Bakti 1,0c0a21c9-2973-4898-bb33-5a435136e30a,{AEC84002-814E-47AB-9CDE-C21B9D4E95DB},41770.2984003257,112126600.138957
580,580,Ijin Lokasi,Ijin Lokasi, ,0, ,99,varies,0,No group,44880.5593072,Ijin Lokasi,11845,IDN,PT. Rimba Karya Kalimantan,PT. Rimba Karya Kalimantan,6a0f604f-9623-4533-b07b-a1fec94a7189,{93284DD9-777D-44AE-85D8-068ED91D6453},44880.5592399701,119375485.744002
581,581,Ijin Lokasi,Ijin Lokasi, ,0, ,99,varies,0,No group,29387.5094821,Ijin Lokasi,4463,IDN,PT. Gema Mina Kencana,PT. Gema Mina Kencana,8d8e904d-3821-413b-8bf4-5a69b79d316c,{D7D023AF-5A7B-4037-AADB-A0B3CA9FA1D1},29387.5094720205,44977674.7246557
582,582,Ijin Lokasi,Ijin Lokasi, ,0, ,99,varies,0,No group,18003.8149001,Ijin Lokasi,1838,IDN,PT. Trimukti Setia Pratama,PT. Trimukti Setia Pratama,6a549f9a-920f-4fdb-8b44-d618e9133440,{BA8DD24E-A760-41C0-9A3B-750F411871F8},18003.8148301859,18522255.1820053
583,583,Ijin Lokasi,Ijin Lokasi, ,0, ,99,varies,0,No group,52493.0541951,Ijin Lokasi,6786,IDN,PT. Sumber Integral Agro Industri,PT. Sumber Integral Agro Industri,7933fa1a-7f74-44fc-a59b-568a25150049,{24A1130D-E157-46D0-BA16-CEF3E124D767},52493.0542209657,68387364.1991926
584,584,HGU,HGU, ,0, ,5,varies,0,Astra International,57051.0406962,HGU,11680,IDN,PT. Persada Bina Nusantara Abadi,PT. Persada Bina Nusantara Abadi,d7552af1-c2db-463c-b4bc-723ec3a20117,{02D2467C-9B6E-493B-9406-412AD4050562},57051.0409461168,117699682.886699
585,585,Ijin Lokasi,Ijin Lokasi, ,0, ,99,varies,0,No group,17397.1856627,Ijin Lokasi,1078,IDN,PT. Subur Sawit,PT. Subur Sawit 2,2cd2e32e-5329-4a8f-b898-da17a454cacc,{2B6CCFD2-2525-48F7-8888-739BF128F4A6},17397.1857226844,10867236.332494
586,586,Ijin Lokasi,Ijin Lokasi, ,0, ,32,varies,0,Jcorp,47926.6458407,Ijin Lokasi,10768,IDN,PT. Sumber Mardhika Graha,PT. Sumber Mardhika Graha,b9c3b24a-7084-4739-a219-9433c73e8876,{530EE139-697C-4E5A-91A4-3A669E6140A8},47926.6457218004,108543243.949424
587,587,HGU,HGU,55/HGU/BPN/1999,0, ,32,varies,0,Jcorp,11117.8340346,HGU,474,IDN,PT. Graha Cakra Mulia,PT. Graha Cakra Mulia,239ebf60-33e4-4445-bfbf-6dfe6593aeb6,{CFCEFCAA-4812-43C8-B304-E879210CB117},11117.8339677745,4775482.14945267
588,588,Ijin Lokasi,Ijin Lokasi, ,0, ,99,varies,0,No group,11760.3860462,Ijin Lokasi,648,IDN,PT. Subur Sawit,PT. Subur Sawit 3,dd3b1c07-15b9-4ae9-8c32-f50f67acb489,{D36D107B-8694-4431-B982-CC927B317A64},11760.3860878229,6530678.81377317
589,589,Ijin Lokasi,Ijin Lokasi, ,0, ,99,varies,0,No group,60392.4910285,Ijin Lokasi,6705,IDN,PT. Waringin Puspa Lestari,PT. Waringin Puspa Lestari,a2ac315c-102f-4ce9-9efd-7ea8780b388b,{6946D191-F169-4328-9799-28435004EAF1},60392.4907505926,67602790.6238499
590,590,Ijin Lokasi,Ijin Lokasi, ,0, ,99,varies,0,No group,71353.8943677,Ijin Lokasi,10094,IDN,PT. Subur Sawit,PT. Subur Sawit 4,33548d6a-651c-4409-9989-f2439d57ee7d,{9D9CDC44-BC65-43FA-B4A3-CACBD3F87B79},71353.8947399404,101769620.196877
591,591,Ijin Lokasi,Ijin Lokasi, ,0, ,42,varies,0,Medco Group,32033.7951342,Ijin Lokasi,4130,IDN,PT. Meta Epsi Agro III,PT. Meta Epsi Agro III 1,e08fccd6-76e8-49b3-b5e0-cc2ff9033307,{8930FC39-D4C4-434F-9535-F15D51E33FB2},32033.7953015676,41654064.027649
592,592,Ijin Lokasi,Ijin Lokasi, ,0, ,42,varies,0,Medco Group,13818.5425488,Ijin Lokasi,836,IDN,PT. Meta Epsi Agro III,PT. Meta Epsi Agro III 2,f0e88c0a-11cb-44e6-afcd-b489ef603b4a,{4C53E921-507A-4B1B-BBC6-F90902AAF99C},13818.5424836239,8432562.25982804
593,593,Ijin Lokasi,Ijin Lokasi, ,0, ,5,varies,0,Astra International,57846.6391868,Ijin Lokasi,6853,IDN,PT. Cipta Narada Lestari,PT. Cipta Narada Lestari,e14ecf5a-5f6e-49fe-8d0e-32e809d95512,{559A3508-BB6D-4C9F-B6EA-5F416E31F7B7},57846.6391991568,69099783.6840814
594,594,Ijin Lokasi,Ijin Lokasi, ,0, ,99,varies,0,No group,64952.4266455,Ijin Lokasi,13355,IDN,PT. Wanaasri Fajarindo,PT. Wanaasri Fajarindo,977bc6af-8bb5-4d27-abc0-89d6f5f6ba33,{0F58C8D9-7DEF-4ED2-A0F4-1A7456166A79},64952.4265172029,134635890.954339
595,595,Ijin Lokasi,Ijin Lokasi, ,0, ,99,varies,0,No group,18856.5888311,Ijin Lokasi,1830,IDN,PT. Nusantara Upaya Bakti,PT. Nusantara Upaya Bakti 2,3038da9b-822f-48cf-ad2f-87bbfa17156c,{CBAD1D94-8DB5-4C8A-8808-970125F3B5B6},18856.5889021502,18460561.8611665
596,596,HGU,HGU,97/HGU/BPN/2004,0, ,68,varies,0,Sinar Mas,66721.5050156,HGU,12646,IDN,PT. Tapian Nadenggan,PT. Tapian Nadenggan 2,a32ba00d-72ce-42ee-aac6-996accc97162,{218B9A32-89BB-46F8-8F88-B4DF29E17574},66721.5051509886,127519420.039436
597,597,Ijin Lokasi,Ijin Lokasi, ,0, ,43,varies,0,Mitra Jaya Group,9320.1338203,Ijin Lokasi,451,IDN,PT. Mitra Utama Abadi,PT. Mitra Utama Abadi,7e740575-5273-487b-b9bf-89e882c9a607,{9974B75A-CB6D-4E6C-A757-A6559FF660C7},9320.13376555883,4547135.48028763
598,598,Ijin Lokasi,Ijin Lokasi, ,0, ,99,varies,0,No group,19888.7468299,Ijin Lokasi,1097,IDN,PT. Agro Buana,PT. Agro Buana 1,5c226aa2-9240-4b26-9ac1-8cd197ea5d30,{05AC8108-5EC8-483F-9A53-BC6D80585CD3},19888.746665541,11058693.4473023
599,599,Ijin Lokasi,Ijin Lokasi, ,0, ,99,varies,0,No group,14700.9248217,Ijin Lokasi,1232,IDN,PT. Agro Buana,PT. Agro Buana 2,7682cf48-ef07-4bff-a9bc-2db4ac662429,{8339698D-3B2C-4DF5-8D0D-E59111DE8342},14700.9247024564,12420772.9236085
600,600,Ijin Lokasi,Ijin Lokasi, ,0, ,99,varies,0,No group,25469.7383588,Ijin Lokasi,2641,IDN,PT. Cipta Tani,PT. Cipta Tani,b43eb91f-7d73-4061-9cb4-ffc212ef9479,{8EAAB7FF-451D-44C5-B818-D86150F434BF},25469.7384358318,26624864.5942204
601,601,Ijin Lokasi,Ijin Lokasi, ,0, ,99,varies,0,No group,7631.12799697,Ijin Lokasi,199,IDN,PT. Agro Buana,PT. Agro Buana 3,7335a128-97b1-4122-8ee2-4a438e6f428f,{47A74BC2-7493-4E3B-89B7-D4895CDC7D6B},7631.12819356657,2009430.54553849
602,602,Ijin Lokasi,Ijin Lokasi, ,0, ,99,varies,0,No group,12381.10502,Ijin Lokasi,794,IDN,PT. Agro Buana,PT. Agro Buana 4,fd6fb009-3c29-41fc-a4f7-7815ee861e28,{78C6E976-0958-4C1A-B61E-39B4BD7D2169},12381.1049518156,8000632.96264223
603,603,Ijin Lokasi,Ijin Lokasi, ,0, ,99,varies,0,No group,27810.7460056,Ijin Lokasi,2552,IDN,PT. Sawit Prima Subur,PT. Sawit Prima Subur 1,d569b683-f0e0-49b7-9f17-84726764469d,{6388687A-E330-4DAC-A77D-60E07957B96D},27810.7462207606,25725728.2100678
604,604,HGU,HGU,58/HGU/BPN/1999,0, ,66,varies,18,Sime Darby,69836.2482283,HGU,16893,IDN,PT. Kridatama Lancar,PT. Kridatama Lancar 2,b3905f86-8272-4aa7-9584-2a7c14167b03,{CCB68CCD-FA0A-465A-8AAD-EEFD9D33C4BE},69836.248305695,170293423.948016
605,605,Ijin Lokasi,Ijin Lokasi, ,0, ,99,varies,0,No group,24123.6099556,Ijin Lokasi,1305,IDN,PT. Lawang Haring Perkasa,PT. Lawang Haring Perkasa,6ff5a6f0-e803-450e-987e-db5d04c6b203,{F0DCB75E-BEF4-43E6-8558-1CE81F93D943},24123.6101257741,13157252.0457962
606,606,Ijin Lokasi,Ijin Lokasi, ,0, ,99,varies,0,No group,30285.7899584,Ijin Lokasi,3415,IDN,PT. Lautan Mustika Jaya,PT. Lautan Mustika Jaya,9d6a01d5-d2aa-4690-b657-9da18e97a9d2,{E59EB237-D49E-46FC-B480-AFD8F4A1E82F},30285.7899669001,34437731.4798914
607,607, , , ,0, ,81,varies,0,Agro Group,18630.0696803, ,1582,IDN,PT. Agro Wana Lestari,PT. Agro Wana Lestari,622335bc-7da4-4859-85ca-74383411efaf,{7C507C02-2E20-4ECE-BFEC-8C261EC0ECFB},18630.0695903075,15943069.2636863
608,608,Ijin Lokasi,Ijin Lokasi, ,0, ,68,varies,0,Sinar Mas,41481.2582241,Ijin Lokasi,3688,IDN,PT. Agro Mandiri Perdana,PT. Agro Mandiri Perdana 4,5946f63a-0bea-4a14-9830-2fd0d091e2c2,{A4E576AE-1ED4-4ACD-95C5-F024766D8424},41481.2583856331,37169401.98761
609,609,Ijin Lokasi,Ijin Lokasi, ,0, ,99,varies,0,No group,116404.041915,Ijin Lokasi,22382,IDN,PT. Graha Jaya Abadi I,PT. Graha Jaya Abadi I,787973af-6516-45e7-b2a2-49888ddb2147,{4C15974E-9A46-4088-A63E-5946872F0423},116404.042094385,225585252.701986
610,610,Ijin Lokasi,Ijin Lokasi, ,0, ,99,varies,0,No group,44321.84659,Ijin Lokasi,11299,IDN,PT. Transindo Bakti Pertiwi,PT. Transindo Bakti Pertiwi 1,7e033486-33e8-45a9-aa53-8a35b40e4e7d,{295E9184-EE2E-4697-9EF8-DC1901E06BBA},44321.8466824854,113913066.152649
611,611,Ijin Lokasi,Ijin Lokasi, ,0, ,99,varies,0,No group,20883.7922699,Ijin Lokasi,2184,IDN,PT. Sawitmas Nugraha Pratama,PT. Sawitmas Nugraha Pratama,9ea7fad4-2790-4472-8e14-8ff4d3508da0,{D813C7BF-3134-49B7-A381-BA655A259ECE},20883.7921542823,22010147.339259
612,612,HGU,HGU,28/HGU/BPN/2001,0, ,99,varies,0,No group,54076.066623,HGU,8994,IDN,PT. Karya Makmur Bahagia,PT. Karya Makmur Bahagia 2,9d36e8a5-3584-4cd7-84dc-d24ab80a2865,{46E837EB-31E5-4A3B-8646-E165815E3511},54076.0665494142,90621602.8899189
613,613,Ijin Lokasi,Ijin Lokasi, ,0, ,99,varies,0,No group,51294.3222059,Ijin Lokasi,6305,IDN,PT. Indroguna Sakti,PT. Indroguna Sakti,649665d8-2fa1-4205-8846-362bc3a2ab65,{058E6823-DD3E-4F30-9730-4CC8BDCB4859},51294.3222160623,63525958.5228721
614,614,Ijin Lokasi,Ijin Lokasi, ,0, ,99,varies,0,No group,38494.5338466,Ijin Lokasi,4960,IDN,PT. Indrogunas Pratama,PT. Indrogunas Pratama 1,1109dd70-87c5-4e72-9737-4186f7d301b0,{924F9B2A-269A-4313-83D0-627497CA6F9A},38494.5340470561,49979590.1445994
615,615,Ijin Lokasi,Ijin Lokasi, ,0, ,99,varies,0,No group,28595.441432,Ijin Lokasi,2475,IDN,PT. Indrogunas Pratama,PT. Indrogunas Pratama 2,38b451be-4d25-49cf-b934-d77757eea676,{CD376999-6031-4933-8E7A-F8E5E7C75A02},28595.4414244473,24940680.4611125
616,616,Ijin Lokasi,Ijin Lokasi, ,0, ,68,varies,0,Sinar Mas,33622.7964363,Ijin Lokasi,5448,IDN,PT. Lestari Unggul Jaya,PT. Lestari Unggul Jaya 2,47c36185-161d-4dea-99ae-899101ab09ff,{35C61629-44BE-4CE0-8F1A-D645F94142BE},33622.7962992087,54907876.5337291
617,617,Ijin Lokasi,Ijin Lokasi, ,0, ,99,varies,0,No group,21446.5481136,Ijin Lokasi,1839,IDN,PT. Centar Borneo Agro Persada,PT. Centar Borneo Agro Persada 2,f6214fa1-4207-4d54-8302-18fb96b7d29b,{3E481D24-1D38-45BA-A446-C5B4FC5F30B1},21446.5481275574,18532110.2348523
618,618,Ijin Lokasi,Ijin Lokasi, ,0, ,99,varies,0,No group,42824.5568328,Ijin Lokasi,6970,IDN,PT. Centar Borneo Agro Persada,PT. Centar Borneo Agro Persada 3,99da63cf-269c-41ea-a994-9b6939db4444,{A0D85D5E-9B56-482B-BF5C-B47AACDB42C3},42824.5567186288,70248633.0577331
619,619,Ijin Lokasi,Ijin Lokasi, ,0, ,99,varies,0,No group,68906.1987205,Ijin Lokasi,7213,IDN,PT. Jaya Citra,PT. Jaya Citra 1,ac6b0302-829b-4b95-a320-2b54f037c1b8,{ABEFC237-5C53-4E8C-A866-4D330D4CD611},68906.1985926197,72700914.9320914
620,620,Ijin Lokasi,Ijin Lokasi, ,0, ,68,varies,0,Sinar Mas,13468.6716457,Ijin Lokasi,740,IDN,PT. Lestari Unggul Jaya,PT. Lestari Unggul Jaya 3,1f8db105-a0d4-4841-80b7-865eb48a26ed,{815CC1F9-09FC-45D2-A75D-DDF9778E12CC},13468.6717546056,7457050.21814047
621,621,Ijin Lokasi,Ijin Lokasi, ,0, ,99,varies,0,No group,53309.3849877,Ijin Lokasi,7410,IDN,PT. Transindo Bakti Pertiwi,PT. Transindo Bakti Pertiwi 2,08a0c929-4985-4e35-910f-253144c4c927,{DA1C028D-7FA9-4F31-A668-F0BEC1BA1FC1},53309.3850113661,74677115.7943694
622,622,Ijin Lokasi,Ijin Lokasi, ,0, ,5,varies,0,Astra International,27157.0984142,Ijin Lokasi,1901,IDN,PT. Bhadra Cemerlang,PT. Bhadra Cemerlang,b7ef0ee6-6aa3-4ebf-9617-5a766d7ffdf3,{FE725495-E6F7-4C70-A3C0-9D434B5FCCC3},27157.0985011454,19153696.2887403
623,623,Ijin Lokasi,Ijin Lokasi, ,0, ,68,varies,0,Sinar Mas,16557.4138619,Ijin Lokasi,705,IDN,PT. Lestari Unggul Jaya,PT. Lestari Unggul Jaya 4,fadb7e90-af31-4659-aff6-ee945847bc44,{EB8FD4F9-E809-464E-B79D-FA6A310EB552},16557.4138349391,7110073.97898834
624,624,Ijin Lokasi,Ijin Lokasi, ,0, ,99,varies,0,No group,63432.122235,Ijin Lokasi,6730,IDN,PT. Jaya Citra,PT. Jaya Citra 2,f66d8bb8-1032-480b-bd68-5e857ee0f8dc,{0C547E9A-B92E-4C29-8F75-A9A2A6BE5A0C},63432.122454103,67826301.04567
625,625,Ijin Lokasi,Ijin Lokasi, ,0, ,99,varies,0,No group,33333.2571998,Ijin Lokasi,4957,IDN,PT. Astana Karya,PT. Astana Karya,17e53db5-083c-4186-bf37-9a137c576867,{6A3CC825-02FF-4E34-A7CB-C4A5087D62A5},33333.2572085814,49929782.2252204
626,626,Ijin Lokasi,Ijin Lokasi, ,0, ,68,varies,0,Sinar Mas,65566.1569922,Ijin Lokasi,11077,IDN,PT. Bina Sawit Abadi Pratama,PT. Bina Sawit Abadi Pratama 1,6c14d2f9-d57b-460b-b62e-51296132b6a4,{E3292CE9-730E-41E4-AE42-4877ABB1C8CB},65566.1569183033,111588948.507309
627,627,Ijin Lokasi,Ijin Lokasi, ,0, ,99,varies,0,No group,28234.7866974,Ijin Lokasi,3100,IDN,PT. Sawit Prima Subur,PT. Sawit Prima Subur 2,849a3b52-02a8-4f52-9b23-42a9f9b67cb6,{CBBC67C9-5634-4675-9500-1A48ED7169EE},28234.7866197308,31223556.5453874
628,628,HGU,HGU, ,0, ,25,varies,0,Hasfarm Group,51260.0614922,HGU,8842,IDN,PT. Hasfarm Utama Estate,PT. Hasfarm Utama Estate 1,a39d2a37-9a93-473d-b643-20e5476f8de8,{00FDEFBF-9E98-45C9-86C8-7F59C7C82EDE},51260.0616052339,89075911.9733078
629,629,Ijin Lokasi,Ijin Lokasi, ,0, ,99,varies,0,No group,15092.7765632,Ijin Lokasi,1024,IDN,PT. P4S Graha Inti Jaya,PT. P4S Graha Inti Jaya 2,568b18c4-1729-4c2b-8c6b-502cf5e9c16b,{C5384C78-9B32-496B-8903-595D3EDD498D},15092.7765722891,10334706.2473679
630,630,Ijin Lokasi,Ijin Lokasi, ,0, ,99,varies,0,No group,40960.2916228,Ijin Lokasi,10834,IDN,PT. Rimba Pratika Mandiri,PT. Rimba Pratika Mandiri,f4b60d28-76b9-4e2a-a733-1312eb848220,{45F3BE09-DA1D-4914-BEB6-D99D2AB1631F},40960.2916277507,109168846.364741
631,631,Ijin Lokasi,Ijin Lokasi, ,0, ,99,varies,0,No group,105532.924329,Ijin Lokasi,22455,IDN,PT. Braz Utama,PT. Braz Utama,c5af2126-54bf-4f06-9ecd-831cc5e19c73,{480F4558-1AAC-4DCA-83BA-50C34E4FE5FF},105532.924386043,226226786.624234
632,632,Ijin Lokasi,Ijin Lokasi, ,0, ,99,varies,0,No group,93941.2749598,Ijin Lokasi,30350,IDN,PT. Sumber Mitra Jaya,PT. Sumber Mitra Jaya 1,347fc1b9-1e32-4111-b5ea-b169aa1eb03b,{6C439060-8E24-411D-9806-E1658DAB0727},93941.2749460369,305913529.443679
633,633,Ijin Lokasi,Ijin Lokasi, ,0, ,99,varies,0,No group,10057.9545538,Ijin Lokasi,546,IDN,PT. Banian,PT. Banian 1,0802c954-c43d-434b-95b1-360ace04b52f,{E6A2301C-679F-4888-B5D5-A524709F10B1},10057.9545807041,5505900.27107115
634,634,Ijin Lokasi,Ijin Lokasi, ,0, ,99,varies,0,No group,20917.9750879,Ijin Lokasi,1090,IDN,PT. Banian,PT. Banian 2,d65cc697-a441-47b6-91c1-5dd7dc931c7c,{C59C24B6-FDDF-47C3-A2C7-2A282362D642},20917.9750206047,10991568.93358
635,635,Ijin Lokasi,Ijin Lokasi, ,0, ,99,varies,0,No group,58740.169844,Ijin Lokasi,8561,IDN,PT. Sumber Mitra Jaya,PT. Sumber Mitra Jaya 2,2984092b-c461-4b88-8ba0-16a2a7706129,{5D352CAD-3ABC-4DB0-BC4F-2C425CA81B2F},58740.169891778,86244073.3418339
636,636,Ijin Lokasi,Ijin Lokasi, ,0, ,5,varies,0,Astra International,71114.7257147,Ijin Lokasi,7485,IDN,PT. Nirmala Agro Lestari,PT. Nirmala Agro Lestari 5,78e211e7-93eb-46b9-a997-92862b333dfb,{F33D9C48-D06D-4745-B3F6-D87B933D4E92},71114.7253430593,75452049.8757366
637,637,Ijin Lokasi,Ijin Lokasi, ,0, ,27,varies,0,Indhasana Group,61849.218929,Ijin Lokasi,8053,IDN,PT. Satria Hupasarana,PT. Satria Hupasarana,59a36b02-eebe-4acb-8558-272ac03b8fee,{3C6120C0-5CD8-4297-852E-D731A99D8EA5},61849.2187471527,81171081.4268858
638,638,Ijin Lokasi,Ijin Lokasi, ,0, ,41,varies,0,Mantimin Coal Mining,33018.0263826,Ijin Lokasi,3940,IDN,PT. Multi Persada Gatra Megah II,PT. Multi Persada Gatra Megah II 2,cd9c564a-9f8d-49a1-bd04-f57fdc628333,{2E62469E-8F95-4C7F-99CE-C2DB3DB6B60D},33018.0265631038,39674847.0026555
639,639,Ijin Lokasi,Ijin Lokasi, ,0, ,41,varies,0,Mantimin Coal Mining,13744.361046,Ijin Lokasi,1082,IDN,PT. Multi Persada Gatra Megah II,PT. Multi Persada Gatra Megah II 3,efa5cc77-0871-4d05-b6a3-0012c74b8bb9,{0C705B9B-8A9B-4A65-B893-270D2BDEC745},13744.360921577,10894871.2225018
640,640,Ijin Lokasi,Ijin Lokasi, ,0, ,99,varies,0,No group,70119.8188362,Ijin Lokasi,10123,IDN,PT. Barito Sawit Utama,PT. Barito Sawit Utama,2ddd83b1-c079-4298-9d78-08e3c5d294eb,{AC734A7F-C613-4317-9410-5C5797F99C0E},70119.8186300942,101925813.665806
641,641,Ijin Lokasi,Ijin Lokasi, ,0, ,99,varies,0,No group,35197.980374,Ijin Lokasi,4303,IDN,PT. Sawit Sumber Rejeki,PT. Sawit Sumber Rejeki 1,236cc177-7764-4876-82a9-1fc006604567,{0C5EFA21-D098-48F8-B490-C2EAB7DA75D8},35197.9803670889,43325115.4976389
642,642,Ijin Lokasi,Ijin Lokasi, ,0, ,99,varies,0,No group,19069.7964693,Ijin Lokasi,1790,IDN,PT. Sawit Sumber Rejeki,PT. Sawit Sumber Rejeki 2,777a2864-6d8b-4cdc-8709-2565f6c06bc1,{73F59CE0-EBC9-43AD-B066-55A41F29EA56},19069.7964847705,18023825.9761032
643,643,Ijin Lokasi,Ijin Lokasi, ,0, ,7,varies,0,Barito Pacific,116886.491024,Ijin Lokasi,31328,IDN,PT. Wahana Guna Marga Pratama,PT. Wahana Guna Marga Pratama,df83d653-370e-46ab-bfb4-4cd20a279306,{ECE9502A-D5C6-4123-B0DB-EFB41BF8C435},116886.491250296,315528936.067878
644,644,Ijin Lokasi,Ijin Lokasi, ,0, ,99,varies,0,No group,82543.3787746,Ijin Lokasi,16649,IDN,PT. Sardo Bakti Cipta,PT. Sardo Bakti Cipta 1,03c2a6f0-e969-4b8c-b3c8-33dd7a77d8bd,{ED1D4F6D-C0D6-4460-8BC4-1EC63291F4D8},82543.3787986339,167682394.800578
645,645,Ijin Lokasi,Ijin Lokasi, ,0, ,7,varies,0,Barito Pacific,57286.8970836,Ijin Lokasi,15567,IDN,PT. Agro Pratama Subur Lestari,PT. Agro Pratama Subur Lestari,3500ee6c-3add-4c45-814e-62f86bb227f6,{4F8F2DC3-F42B-41B7-9102-1F0D54DB89F0},57286.8972440804,156740837.265269
646,646,Ijin Lokasi,Ijin Lokasi, ,0, ,99,varies,0,No group,61057.3950078,Ijin Lokasi,11957,IDN,PT. Kalimantan Suka Mulya,PT. Kalimantan Suka Mulya,49fda2eb-1753-454a-b3bf-fb3a7682bda0,{69DD3240-B5DF-4422-AEF1-428F086B40FD},61057.3947478825,120415513.3518
647,647,Ijin Lokasi,Ijin Lokasi, ,0, ,99,varies,0,No group,42968.6305177,Ijin Lokasi,4001,IDN,PT. Sardo Bakti Cipta,PT. Sardo Bakti Cipta 2,83c11b89-c922-4cfa-b192-0c2b228074a7,{4D5E78F6-B85B-4672-9514-EDD1631E7BDA},42968.6303952971,40294941.4869765
648,648,Ijin Lokasi,Ijin Lokasi, ,0, ,99,varies,0,No group,70782.0371316,Ijin Lokasi,11495,IDN,PT. Batang Kamalah,PT. Batang Kamalah,65d7e4eb-0646-4a33-b4b1-9d9cb10f018b,{3DC63FED-23E0-4889-A257-CA9D3D19B775},70782.0371597607,115754715.45916
649,649,Ijin Lokasi,Ijin Lokasi, ,0, ,99,varies,0,No group,80279.8396759,Ijin Lokasi,11863,IDN,PT. Agro Pratama Subur Rejeki,PT. Agro Pratama Subur Rejeki,6acc9a55-6356-4eb8-a3c0-3a48565be711,{2CD0FF6B-5DF8-459A-9ABD-AD7A3D4048D0},80279.8398196404,119469566.670411
650,650,Ijin Lokasi,Ijin Lokasi, ,0, ,99,varies,0,No group,41164.6909673,Ijin Lokasi,4959,IDN,PT. Sawitindo Mandara Permai,PT. Sawitindo Mandara Permai,d787c2fb-e028-4150-b839-f8c8bcb66924,{A098A774-8DAC-45F0-AA42-58B65BB3C047},41164.690845679,49940237.9185577
651,651,Ijin Lokasi,Ijin Lokasi, ,0, ,40,varies,0,Makin Group,36308.5668426,Ijin Lokasi,3260,IDN,PT. Antang Ganda Utama,PT. Antang Ganda Utama 4,7003361c-9938-45ed-b1a2-f1eccfb51562,{68C497D5-0EEA-4FDB-AEAE-0E103EF1B58D},36308.5669066863,32830216.4117665
652,652,Ijin Lokasi,Ijin Lokasi, ,0, ,99,varies,0,No group,49937.0810756,Ijin Lokasi,6276,IDN,PT. Sumber Mitra Jaya,PT. Sumber Mitra Jaya 3,8868ef02-fcb9-4ef2-8c5e-ac5c8f6b5b27,{183F6BA1-314C-4F51-882F-551693B58E53},49937.0811645892,63210222.4681011
653,653,Ijin Lokasi,Ijin Lokasi, ,0, ,99,varies,0,No group,107437.050862,Ijin Lokasi,27226,IDN,PT. Sumber Mitra Jaya,PT. Sumber Mitra Jaya 4,0b67a111-80eb-4cf4-94a8-34f461b64742,{F6624C45-A5BA-4DEE-ADA8-20B28B6C45EE},107437.051050733,274227435.201407
654,654,Ijin Lokasi,Ijin Lokasi, ,0, ,99,varies,0,No group,20281.2058401,Ijin Lokasi,2078,IDN,PT. Sumber Mitra Jaya,PT. Sumber Mitra Jaya 5,e4bbb390-dbc9-435f-8b2f-d5ea969d8cbc,{3D381DC8-B245-402F-A2B1-7F38A7977F68},20281.2057564678,20934628.4227039
655,655,Ijin Lokasi,Ijin Lokasi, ,0, ,99,varies,0,No group,46168.4491157,Ijin Lokasi,10361,IDN,PT. Duta Marga Kreasi,PT. Duta Marga Kreasi,ff155925-2623-4c87-8922-c03866664d5a,{105055D8-8684-4792-927E-22246E7D3C2D},46168.4490564628,104317195.352722
656,656,Ijin Lokasi,Ijin Lokasi, ,0, ,99,varies,0,No group,104692.036094,Ijin Lokasi,26951,IDN,PT. Bima Sakti Kalimantan Persada,PT. Bima Sakti Kalimantan Persada,310a5b75-f7cf-48fa-9069-bd55b60b5c99,{5FC3AED2-5646-4854-8078-A65DDA4B0AF6},104692.036134167,271361947.030465
657,657,Ijin Lokasi,Ijin Lokasi, ,0, ,99,varies,0,No group,106547.293704,Ijin Lokasi,22993,IDN,PT. Austral Bina,PT. Austral Bina,7e14a952-b49e-4be2-9b51-675d07fd9279,{F8A1C762-CD2D-47D4-AAB5-5E66F17FA097},106547.293745074,231536311.100038
658,658,Ijin Lokasi,Ijin Lokasi, ,0, ,99,varies,0,No group,64502.5244731,Ijin Lokasi,19160,IDN,PT. Borneo Mandala Agro Utama,PT. Borneo Mandala Agro Utama,a6e88cfc-eebb-47f4-9ab3-2f69028c6036,{3096B2DF-B5EE-4CE0-89A4-36C895EE4399},64502.5245654376,192938627.158107
